"Osservatorio: Pensioni vigenti - Serie storica"
"Filtri:"
"Tipo gestione:Pensioni ai lavoratori dipendenti privati";"Tipo gestione:Pensioni ai lavoratori dipendenti pubblici";"Tipo gestione:Pensioni ai lavoratori autonomi e parasubordinati";"Tipo gestione:Prestazioni assistenziali"

"
                                
                                    
                                
                            ";"
                                
                                    
                                        
                                            
                                        
                                        
                                        
                                            
                                                Cerca
                                            
                                        
                                    
                                
                            ";"
                                
                                    
                                        
                                            
                                            
"TRENTO";"";"130.212 ";"487,73 ";"130.023 ";"504,96 ";"129.517 ";"522,55 ";"129.146 ";"544,75 ";"129.265 ";"577,32 ";"129.583 ";"599,93 ";"130.556 ";"635,48 ";"131.402 ";"658,67 ";"131.835 ";"677,65 ";"132.555 ";"703,46 ";"133.255 ";"723,17 ";"133.793 ";"761,82 ";"133.468 ";"774,81 ";"133.574 ";"799,69 ";"163.393 ";"985,62 ";"162.616 ";"1.009,69 ";"161.584 ";"1.030,68 ";"159.837 ";"1.044,52 ";"160.586 ";"1.070,10 ";"160.295 ";"1.092,88 ";"160.339 ";"1.124,56 ";"160.561 ";"1.162,14 ";"161.817 ";"1.194,37 ";"162.054 ";"1.222,00 ";"162.624 ";"1.258,73 ";"163.289 ";"1.332,80 ";"163.937 ";"1.442,48 ";"165.297 ";"1.463,34 ";"166.065 ";"1.494,03 "
"VENEZIA";"";"203.780 ";"567,48 ";"203.697 ";"585,45 ";"204.013 ";"604,20 ";"204.848 ";"627,70 ";"225.375 ";"637,76 ";"226.053 ";"664,18 ";"231.047 ";"698,69 ";"237.249 ";"717,18 ";"241.414 ";"731,16 ";"245.454 ";"751,00 ";"251.503 ";"762,75 ";"254.386 ";"796,03 ";"255.209 ";"805,28 ";"256.269 ";"825,29 ";"298.136 ";"969,25 ";"298.956 ";"985,04 ";"297.812 ";"1.000,02 ";"296.161 ";"1.006,15 ";"296.373 ";"1.025,72 ";"293.881 ";"1.039,93 ";"292.682 ";"1.065,10 ";"292.777 ";"1.093,04 ";"293.836 ";"1.116,55 ";"292.345 ";"1.142,87 ";"292.673 ";"1.174,81 ";"294.668 ";"1.233,57 ";"296.434 ";"1.326,50 ";"300.249 ";"1.334,90 ";"300.997 ";"1.359,05 "
"BELLUNO";"";"70.277 ";"447,61 ";"70.019 ";"463,90 ";"69.803 ";"480,69 ";"69.562 ";"501,78 ";"76.722 ";"516,38 ";"76.560 ";"537,01 ";"76.949 ";"565,49 ";"77.263 ";"585,16 ";"77.408 ";"602,43 ";"77.859 ";"624,38 ";"77.670 ";"644,34 ";"77.575 ";"678,56 ";"76.514 ";"692,55 ";"75.728 ";"715,62 ";"85.769 ";"854,54 ";"84.938 ";"877,76 ";"83.804 ";"895,84 ";"82.005 ";"912,05 ";"81.520 ";"938,44 ";"80.554 ";"957,27 ";"80.046 ";"986,06 ";"79.396 ";"1.018,31 ";"79.527 ";"1.043,04 ";"79.104 ";"1.068,70 ";"79.528 ";"1.099,80 ";"80.320 ";"1.163,71 ";"81.067 ";"1.253,99 ";"81.740 ";"1.273,56 ";"82.299 ";"1.297,77 "
"PADOVA";"";"206.977 ";"498,29 ";"207.754 ";"516,69 ";"208.069 ";"534,96 ";"209.036 ";"556,56 ";"231.325 ";"570,02 ";"231.686 ";"593,42 ";"235.905 ";"629,57 ";"242.056 ";"649,24 ";"245.235 ";"665,19 ";"250.329 ";"685,91 ";"254.463 ";"702,79 ";"257.403 ";"738,49 ";"257.858 ";"751,96 ";"261.090 ";"771,92 ";"299.523 ";"937,07 ";"299.470 ";"959,22 ";"298.542 ";"977,39 ";"298.578 ";"996,80 ";"300.508 ";"1.015,76 ";"300.113 ";"1.030,62 ";"300.070 ";"1.058,64 ";"300.566 ";"1.090,43 ";"302.354 ";"1.112,10 ";"303.964 ";"1.136,24 ";"305.896 ";"1.167,39 ";"307.008 ";"1.234,12 ";"309.028 ";"1.328,06 ";"311.956 ";"1.345,33 ";"313.075 ";"1.373,36 "
"ROVIGO";"";"83.802 ";"463,00 ";"83.320 ";"477,47 ";"82.720 ";"491,60 ";"82.282 ";"509,60 ";"89.186 ";"521,04 ";"89.190 ";"539,41 ";"89.743 ";"561,73 ";"89.637 ";"580,32 ";"89.732 ";"595,21 ";"90.584 ";"613,74 ";"90.772 ";"630,38 ";"90.604 ";"661,63 ";"89.692 ";"673,34 ";"90.104 ";"690,20 ";"101.124 ";"819,59 ";"99.923 ";"842,56 ";"99.220 ";"857,86 ";"97.767 ";"867,34 ";"97.948 ";"885,53 ";"97.066 ";"897,30 ";"96.086 ";"922,56 ";"95.554 ";"951,22 ";"95.621 ";"972,47 ";"94.924 ";"996,68 ";"94.497 ";"1.028,09 ";"93.841 ";"1.093,99 ";"93.626 ";"1.178,16 ";"93.648 ";"1.195,70 ";"93.130 ";"1.220,69 "
"TREVISO";"";"211.612 ";"475,84 ";"212.077 ";"493,99 ";"211.885 ";"511,19 ";"211.567 ";"531,36 ";"231.648 ";"546,38 ";"232.111 ";"570,18 ";"237.029 ";"604,96 ";"240.462 ";"627,74 ";"242.076 ";"646,22 ";"247.078 ";"666,95 ";"249.197 ";"685,57 ";"251.906 ";"722,41 ";"252.143 ";"735,83 ";"253.250 ";"757,80 ";"285.126 ";"892,46 ";"284.106 ";"917,07 ";"283.183 ";"936,63 ";"280.950 ";"947,85 ";"282.774 ";"967,57 ";"281.899 ";"983,61 ";"281.375 ";"1.012,88 ";"282.169 ";"1.042,54 ";"283.228 ";"1.065,41 ";"283.920 ";"1.091,46 ";"285.627 ";"1.124,51 ";"287.330 ";"1.191,36 ";"289.374 ";"1.282,25 ";"292.986 ";"1.296,25 ";"295.253 ";"1.320,16 "
"VERONA";"";"219.569 ";"499,46 ";"218.987 ";"515,83 ";"218.453 ";"533,53 ";"217.821 ";"553,87 ";"238.865 ";"565,50 ";"239.650 ";"587,82 ";"245.399 ";"620,83 ";"248.192 ";"642,67 ";"249.446 ";"660,83 ";"252.989 ";"681,42 ";"254.932 ";"697,93 ";"256.667 ";"734,21 ";"257.324 ";"744,76 ";"257.878 ";"766,97 ";"301.905 ";"922,67 ";"300.814 ";"944,88 ";"300.481 ";"960,84 ";"300.129 ";"967,18 ";"301.596 ";"984,52 ";"300.246 ";"997,40 ";"300.677 ";"1.022,52 ";"300.539 ";"1.050,86 ";"299.472 ";"1.077,88 ";"298.673 ";"1.102,99 ";"299.290 ";"1.135,71 ";"300.919 ";"1.200,35 ";"301.893 ";"1.294,43 ";"306.156 ";"1.308,10 ";"308.133 ";"1.332,10 "
"VICENZA";"";"210.741 ";"515,72 ";"211.304 ";"533,82 ";"211.226 ";"551,35 ";"211.123 ";"571,79 ";"232.522 ";"580,77 ";"232.978 ";"603,96 ";"237.985 ";"638,87 ";"241.434 ";"661,86 ";"244.197 ";"677,56 ";"248.882 ";"698,85 ";"251.857 ";"714,62 ";"254.353 ";"752,27 ";"254.135 ";"764,86 ";"254.810 ";"788,03 ";"287.113 ";"904,77 ";"286.716 ";"926,23 ";"286.317 ";"942,76 ";"284.290 ";"952,15 ";"285.761 ";"973,46 ";"285.911 ";"986,81 ";"285.920 ";"1.013,93 ";"286.953 ";"1.042,74 ";"288.591 ";"1.063,88 ";"288.652 ";"1.090,26 ";"290.560 ";"1.121,69 ";"291.312 ";"1.190,81 ";"292.512 ";"1.284,97 ";"294.157 ";"1.305,35 ";"295.056 ";"1.333,05 "
"TRIESTE";"";"112.438 ";"518,44 ";"110.072 ";"533,37 ";"106.916 ";"548,60 ";"105.106 ";"569,01 ";"108.031 ";"588,21 ";"106.735 ";"609,51 ";"105.587 ";"653,78 ";"104.586 ";"673,49 ";"102.958 ";"692,24 ";"101.803 ";"712,47 ";"100.266 ";"731,71 ";"99.076 ";"765,68 ";"97.043 ";"779,26 ";"94.939 ";"800,27 ";"113.884 ";"1.013,31 ";"111.603 ";"1.032,06 ";"109.131 ";"1.051,31 ";"107.253 ";"1.063,69 ";"105.402 ";"1.088,66 ";"103.256 ";"1.107,58 ";"101.700 ";"1.135,03 ";"100.057 ";"1.166,33 ";"99.355 ";"1.193,18 ";"98.053 ";"1.220,04 ";"96.667 ";"1.255,03 ";"95.852 ";"1.315,34 ";"94.674 ";"1.420,26 ";"94.596 ";"1.430,52 ";"94.352 ";"1.452,84 "
"GORIZIA";"";"52.875 ";"507,23 ";"52.297 ";"523,24 ";"51.619 ";"540,11 ";"50.838 ";"564,54 ";"54.106 ";"584,03 ";"53.662 ";"606,06 ";"53.615 ";"639,25 ";"53.435 ";"658,67 ";"53.319 ";"675,56 ";"53.194 ";"694,48 ";"53.360 ";"708,28 ";"53.232 ";"737,60 ";"52.686 ";"747,28 ";"52.135 ";"767,45 ";"63.034 ";"969,50 ";"62.198 ";"988,14 ";"61.233 ";"1.005,73 ";"60.335 ";"1.016,04 ";"59.782 ";"1.042,50 ";"59.181 ";"1.054,10 ";"58.227 ";"1.083,34 ";"57.657 ";"1.115,45 ";"57.297 ";"1.136,77 ";"56.598 ";"1.161,73 ";"55.863 ";"1.194,67 ";"55.303 ";"1.256,36 ";"54.880 ";"1.354,69 ";"54.511 ";"1.374,67 ";"53.880 ";"1.403,28 "
"PORDENONE";"";"89.901 ";"466,41 ";"89.629 ";"483,60 ";"89.177 ";"501,86 ";"88.872 ";"523,27 ";"97.756 ";"536,84 ";"97.849 ";"560,21 ";"98.654 ";"598,63 ";"99.025 ";"623,71 ";"99.426 ";"643,06 ";"100.605 ";"665,25 ";"101.218 ";"684,38 ";"101.137 ";"724,38 ";"100.630 ";"739,35 ";"100.217 ";"763,70 ";"113.028 ";"910,27 ";"112.570 ";"933,17 ";"111.540 ";"953,74 ";"110.490 ";"965,67 ";"111.805 ";"982,98 ";"111.253 ";"1.000,11 ";"111.240 ";"1.028,53 ";"110.977 ";"1.060,04 ";"111.605 ";"1.081,93 ";"111.731 ";"1.105,33 ";"111.651 ";"1.137,00 ";"111.542 ";"1.203,10 ";"111.466 ";"1.300,24 ";"111.809 ";"1.318,12 ";"111.454 ";"1.344,60 "
"UDINE";"";"172.719 ";"450,05 ";"171.874 ";"465,21 ";"171.723 ";"480,24 ";"170.744 ";"499,69 ";"188.484 ";"512,01 ";"189.405 ";"531,44 ";"190.979 ";"561,97 ";"191.896 ";"582,50 ";"192.931 ";"599,21 ";"194.797 ";"619,15 ";"195.782 ";"636,82 ";"195.786 ";"669,86 ";"194.722 ";"681,99 ";"194.613 ";"701,86 ";"226.101 ";"885,29 ";"224.032 ";"906,45 ";"220.621 ";"926,80 ";"217.330 ";"939,93 ";"215.965 ";"963,07 ";"213.786 ";"979,66 ";"212.103 ";"1.007,30 ";"211.317 ";"1.039,81 ";"211.844 ";"1.062,97 ";"211.009 ";"1.090,87 ";"209.211 ";"1.124,20 ";"208.841 ";"1.189,46 ";"209.443 ";"1.280,54 ";"210.993 ";"1.294,92 ";"211.674 ";"1.318,19 "
"BOLOGNA";"";"310.759 ";"560,55 ";"309.972 ";"579,77 ";"307.233 ";"598,92 ";"304.985 ";"622,62 ";"326.780 ";"635,63 ";"327.008 ";"660,40 ";"330.513 ";"706,15 ";"334.266 ";"729,54 ";"333.844 ";"750,00 ";"336.155 ";"774,76 ";"338.243 ";"793,02 ";"339.282 ";"833,56 ";"337.424 ";"847,99 ";"335.010 ";"872,37 ";"397.925 ";"1.040,05 ";"396.568 ";"1.057,76 ";"391.536 ";"1.079,51 ";"386.416 ";"1.092,81 ";"387.103 ";"1.111,52 ";"383.313 ";"1.126,88 ";"379.357 ";"1.158,33 ";"376.370 ";"1.189,47 ";"374.830 ";"1.215,19 ";"371.778 ";"1.242,19 ";"369.453 ";"1.278,22 ";"368.703 ";"1.343,73 ";"368.072 ";"1.449,44 ";"369.218 ";"1.466,00 ";"368.761 ";"1.492,43 "
"FERRARA";"";"139.873 ";"530,63 ";"139.062 ";"545,96 ";"137.537 ";"560,17 ";"136.526 ";"579,53 ";"149.037 ";"584,64 ";"149.243 ";"603,54 ";"150.212 ";"630,89 ";"150.739 ";"650,09 ";"150.395 ";"665,93 ";"150.821 ";"686,01 ";"150.901 ";"702,99 ";"150.264 ";"736,39 ";"149.082 ";"747,61 ";"147.363 ";"767,25 ";"163.384 ";"895,45 ";"161.881 ";"915,50 ";"159.305 ";"934,55 ";"157.525 ";"943,52 ";"156.256 ";"960,04 ";"154.467 ";"972,78 ";"152.035 ";"998,74 ";"150.821 ";"1.025,26 ";"150.438 ";"1.046,59 ";"148.796 ";"1.071,34 ";"147.691 ";"1.102,58 ";"146.757 ";"1.166,18 ";"145.649 ";"1.254,15 ";"144.963 ";"1.271,70 ";"144.007 ";"1.296,83 "
"FORLI";"";"118.053 ";"463,86 ";"118.167 ";"478,18 ";"117.973 ";"493,35 ";"118.076 ";"512,61 ";"129.738 ";"522,36 ";"130.420 ";"542,23 ";"132.384 ";"570,29 ";"134.082 ";"589,20 ";"135.657 ";"605,30 ";"137.957 ";"624,62 ";"139.481 ";"641,98 ";"140.229 ";"674,35 ";"140.471 ";"686,07 ";"140.977 ";"704,04 ";"159.331 ";"844,62 ";"157.866 ";"866,69 ";"156.409 ";"885,45 ";"154.358 ";"895,97 ";"154.705 ";"915,40 ";"153.491 ";"930,59 ";"151.969 ";"957,31 ";"151.119 ";"987,00 ";"151.124 ";"1.007,20 ";"150.784 ";"1.029,42 ";"150.545 ";"1.058,17 ";"150.048 ";"1.124,07 ";"150.226 ";"1.211,72 ";"151.001 ";"1.226,49 ";"151.710 ";"1.247,58 "
"MODENA";"";"206.479 ";"530,37 ";"206.201 ";"547,65 ";"204.911 ";"565,33 ";"204.687 ";"587,38 ";"218.699 ";"602,99 ";"220.119 ";"625,49 ";"224.877 ";"662,34 ";"226.453 ";"687,47 ";"228.085 ";"707,34 ";"230.030 ";"732,78 ";"232.424 ";"752,50 ";"234.564 ";"793,28 ";"233.724 ";"808,67 ";"235.025 ";"830,93 ";"259.566 ";"942,90 ";"256.215 ";"967,39 ";"254.505 ";"987,93 ";"252.794 ";"997,84 ";"254.134 ";"1.014,54 ";"253.095 ";"1.030,70 ";"251.407 ";"1.060,96 ";"249.816 ";"1.093,46 ";"250.766 ";"1.115,92 ";"250.976 ";"1.139,93 ";"252.046 ";"1.170,30 ";"252.223 ";"1.235,66 ";"252.323 ";"1.332,01 ";"253.651 ";"1.348,16 ";"253.945 ";"1.373,96 "
"PARMA";"";"144.101 ";"512,39 ";"142.738 ";"530,85 ";"140.816 ";"549,01 ";"139.874 ";"571,06 ";"153.789 ";"578,88 ";"153.107 ";"602,47 ";"154.984 ";"643,64 ";"155.010 ";"666,31 ";"154.794 ";"686,23 ";"155.294 ";"709,28 ";"154.622 ";"730,77 ";"153.968 ";"769,76 ";"152.478 ";"785,42 ";"150.456 ";"810,17 ";"170.212 ";"950,72 ";"168.053 ";"974,12 ";"165.890 ";"995,08 ";"163.215 ";"1.008,79 ";"162.934 ";"1.029,81 ";"161.457 ";"1.046,63 ";"159.145 ";"1.079,84 ";"158.075 ";"1.111,72 ";"157.245 ";"1.137,79 ";"154.810 ";"1.167,34 ";"154.861 ";"1.201,03 ";"154.712 ";"1.266,16 ";"154.928 ";"1.365,34 ";"155.504 ";"1.384,05 ";"155.479 ";"1.412,91 "
"PIACENZA";"";"102.290 ";"515,48 ";"101.726 ";"532,76 ";"100.921 ";"549,89 ";"100.064 ";"571,66 ";"108.377 ";"582,82 ";"108.832 ";"603,11 ";"109.248 ";"640,57 ";"108.642 ";"663,41 ";"109.648 ";"677,77 ";"110.088 ";"699,91 ";"110.745 ";"716,69 ";"110.808 ";"750,88 ";"110.335 ";"762,41 ";"109.503 ";"783,60 ";"122.836 ";"905,42 ";"120.974 ";"926,79 ";"119.355 ";"945,65 ";"117.462 ";"954,72 ";"116.706 ";"976,43 ";"115.292 ";"991,32 ";"113.738 ";"1.019,04 ";"112.628 ";"1.048,64 ";"112.241 ";"1.071,11 ";"109.458 ";"1.100,52 ";"109.845 ";"1.129,77 ";"109.185 ";"1.195,29 ";"109.224 ";"1.285,34 ";"109.285 ";"1.302,70 ";"108.534 ";"1.330,93 "
"RAVENNA";"";"132.549 ";"521,30 ";"132.062 ";"537,05 ";"130.878 ";"552,80 ";"130.415 ";"573,46 ";"139.964 ";"586,16 ";"140.436 ";"608,89 ";"141.566 ";"642,99 ";"142.679 ";"663,72 ";"143.270 ";"681,43 ";"145.036 ";"700,17 ";"145.440 ";"717,60 ";"145.523 ";"752,62 ";"144.602 ";"766,29 ";"144.065 ";"787,50 ";"162.507 ";"918,39 ";"160.693 ";"939,78 ";"159.167 ";"958,71 ";"157.400 ";"969,22 ";"157.697 ";"988,40 ";"156.638 ";"1.001,81 ";"155.050 ";"1.028,94 ";"153.972 ";"1.057,37 ";"153.880 ";"1.076,62 ";"152.764 ";"1.099,45 ";"151.961 ";"1.128,94 ";"151.003 ";"1.195,26 ";"150.580 ";"1.284,89 ";"150.608 ";"1.300,95 ";"150.669 ";"1.321,96 "
"REGGIO EMILIA";"";"153.595 ";"521,71 ";"153.042 ";"539,74 ";"151.941 ";"557,73 ";"151.074 ";"578,81 ";"165.172 ";"588,76 ";"165.550 ";"610,45 ";"167.392 ";"645,83 ";"168.816 ";"668,56 ";"169.329 ";"687,02 ";"170.533 ";"710,01 ";"171.600 ";"729,82 ";"173.111 ";"767,91 ";"173.046 ";"780,95 ";"172.312 ";"805,57 ";"190.605 ";"909,32 ";"188.268 ";"933,67 ";"186.599 ";"953,58 ";"184.107 ";"966,60 ";"183.597 ";"990,02 ";"181.520 ";"1.009,22 ";"180.561 ";"1.040,25 ";"180.466 ";"1.071,34 ";"180.571 ";"1.095,49 ";"180.094 ";"1.123,00 ";"180.140 ";"1.154,48 ";"180.585 ";"1.217,87 ";"181.140 ";"1.314,26 ";"181.823 ";"1.332,27 ";"182.047 ";"1.358,80 "
"RIMINI";"";"68.725 ";"430,79 ";"69.164 ";"444,21 ";"69.509 ";"459,56 ";"70.323 ";"478,19 ";"81.150 ";"490,96 ";"82.033 ";"508,34 ";"83.650 ";"533,85 ";"85.077 ";"552,12 ";"86.421 ";"566,98 ";"88.236 ";"584,99 ";"89.751 ";"600,42 ";"90.503 ";"630,48 ";"90.723 ";"642,44 ";"97.719 ";"656,53 ";"113.863 ";"825,10 ";"112.854 ";"848,25 ";"112.095 ";"865,69 ";"110.789 ";"875,10 ";"111.201 ";"890,23 ";"110.958 ";"902,85 ";"110.136 ";"927,58 ";"110.785 ";"949,21 ";"111.639 ";"967,32 ";"111.824 ";"987,35 ";"111.773 ";"1.013,70 ";"112.682 ";"1.068,92 ";"113.991 ";"1.144,10 ";"115.423 ";"1.152,81 ";"116.786 ";"1.170,25 "
"FIRENZE";"";"281.130 ";"534,43 ";"280.234 ";"552,84 ";"279.058 ";"571,70 ";"277.999 ";"594,57 ";"300.797 ";"606,88 ";"301.307 ";"628,39 ";"305.101 ";"666,53 ";"307.568 ";"687,14 ";"310.272 ";"703,94 ";"313.171 ";"724,77 ";"316.700 ";"740,80 ";"316.976 ";"775,14 ";"314.112 ";"788,28 ";"313.537 ";"807,71 ";"371.245 ";"993,97 ";"369.469 ";"1.011,89 ";"367.051 ";"1.028,91 ";"364.625 ";"1.051,24 ";"363.970 ";"1.068,45 ";"361.363 ";"1.082,96 ";"357.112 ";"1.109,97 ";"355.205 ";"1.136,40 ";"355.034 ";"1.157,38 ";"351.977 ";"1.182,55 ";"349.785 ";"1.214,93 ";"347.525 ";"1.281,27 ";"347.683 ";"1.376,74 ";"348.498 ";"1.390,33 ";"347.610 ";"1.414,93 "
"PRATO";"";"61.751 ";"538,66 ";"62.031 ";"556,00 ";"62.448 ";"574,43 ";"63.420 ";"597,73 ";"68.962 ";"609,47 ";"69.985 ";"632,28 ";"71.398 ";"667,20 ";"72.672 ";"690,28 ";"73.659 ";"711,19 ";"74.562 ";"732,50 ";"75.467 ";"750,70 ";"76.243 ";"786,66 ";"76.618 ";"796,00 ";"76.897 ";"816,50 ";"83.248 ";"906,85 ";"82.782 ";"928,08 ";"82.557 ";"944,54 ";"81.772 ";"952,74 ";"81.737 ";"969,89 ";"81.332 ";"981,65 ";"80.977 ";"1.003,97 ";"80.719 ";"1.029,35 ";"81.324 ";"1.047,26 ";"80.906 ";"1.070,20 ";"80.414 ";"1.101,03 ";"80.370 ";"1.166,34 ";"80.895 ";"1.252,67 ";"81.006 ";"1.267,61 ";"81.234 ";"1.289,84 "
"AREZZO";"";"107.531 ";"476,96 ";"107.500 ";"493,38 ";"106.982 ";"509,91 ";"106.393 ";"529,27 ";"116.026 ";"541,41 ";"115.813 ";"562,59 ";"116.633 ";"592,35 ";"118.134 ";"612,16 ";"118.898 ";"627,91 ";"119.520 ";"647,73 ";"120.830 ";"661,82 ";"120.507 ";"694,64 ";"120.250 ";"705,45 ";"119.040 ";"725,40 ";"137.040 ";"881,09 ";"136.292 ";"900,19 ";"134.969 ";"918,68 ";"133.649 ";"926,31 ";"134.157 ";"942,73 ";"133.712 ";"951,27 ";"132.783 ";"973,02 ";"132.705 ";"994,72 ";"132.590 ";"1.013,89 ";"132.055 ";"1.035,23 ";"131.303 ";"1.062,51 ";"130.309 ";"1.127,61 ";"130.034 ";"1.208,85 ";"130.450 ";"1.219,83 ";"130.275 ";"1.239,75 "
"GROSSETO";"";"70.707 ";"482,32 ";"70.053 ";"495,11 ";"69.275 ";"508,48 ";"68.881 ";"527,43 ";"77.499 ";"534,24 ";"78.131 ";"552,36 ";"78.407 ";"577,06 ";"78.763 ";"594,33 ";"78.793 ";"611,02 ";"78.814 ";"630,67 ";"79.141 ";"647,16 ";"79.009 ";"677,08 ";"78.705 ";"688,34 ";"77.947 ";"706,71 ";"91.254 ";"890,75 ";"89.938 ";"911,83 ";"88.934 ";"928,72 ";"87.448 ";"939,84 ";"87.248 ";"954,95 ";"86.146 ";"967,78 ";"85.496 ";"989,48 ";"84.875 ";"1.014,51 ";"85.295 ";"1.033,15 ";"84.645 ";"1.057,08 ";"84.780 ";"1.082,60 ";"84.420 ";"1.144,16 ";"84.079 ";"1.230,61 ";"83.567 ";"1.246,68 ";"84.206 ";"1.265,38 "
"LIVORNO";"";"95.122 ";"604,65 ";"94.110 ";"622,50 ";"92.996 ";"640,26 ";"92.451 ";"662,76 ";"101.805 ";"663,30 ";"102.299 ";"689,27 ";"103.975 ";"723,33 ";"104.813 ";"744,41 ";"105.732 ";"759,71 ";"106.126 ";"779,87 ";"106.630 ";"798,06 ";"106.316 ";"836,18 ";"105.614 ";"849,86 ";"104.934 ";"868,59 ";"125.888 ";"1.043,43 ";"124.270 ";"1.065,16 ";"122.916 ";"1.084,21 ";"121.641 ";"1.088,15 ";"121.950 ";"1.099,24 ";"121.567 ";"1.105,20 ";"120.663 ";"1.127,61 ";"119.939 ";"1.151,13 ";"120.567 ";"1.165,91 ";"119.979 ";"1.186,16 ";"119.467 ";"1.214,10 ";"118.243 ";"1.275,22 ";"117.918 ";"1.369,48 ";"117.895 ";"1.381,57 ";"117.539 ";"1.403,53 "
"LUCCA";"";"116.328 ";"469,92 ";"115.674 ";"484,67 ";"114.817 ";"501,09 ";"114.584 ";"520,12 ";"128.523 ";"530,23 ";"128.734 ";"549,37 ";"129.899 ";"579,68 ";"129.759 ";"600,28 ";"130.555 ";"615,10 ";"132.107 ";"633,10 ";"132.933 ";"649,75 ";"132.355 ";"681,78 ";"131.584 ";"693,47 ";"130.893 ";"711,73 ";"150.907 ";"873,51 ";"149.158 ";"893,45 ";"147.449 ";"909,97 ";"145.485 ";"918,09 ";"145.303 ";"937,35 ";"143.812 ";"946,99 ";"141.864 ";"971,71 ";"140.453 ";"997,38 ";"140.322 ";"1.018,85 ";"139.199 ";"1.043,48 ";"138.244 ";"1.072,20 ";"137.851 ";"1.133,30 ";"137.458 ";"1.221,07 ";"137.784 ";"1.233,12 ";"137.042 ";"1.257,24 "
"MASSA CARRARA";"";"60.616 ";"505,05 ";"60.302 ";"521,32 ";"59.843 ";"537,99 ";"59.563 ";"558,66 ";"67.051 ";"565,16 ";"66.631 ";"584,85 ";"67.023 ";"612,52 ";"67.005 ";"631,08 ";"67.328 ";"645,12 ";"67.955 ";"662,53 ";"68.590 ";"677,93 ";"68.323 ";"709,03 ";"67.309 ";"722,92 ";"66.257 ";"745,00 ";"78.597 ";"925,77 ";"77.620 ";"947,74 ";"75.830 ";"969,28 ";"74.943 ";"976,31 ";"74.512 ";"993,79 ";"73.611 ";"1.005,01 ";"73.021 ";"1.025,49 ";"72.353 ";"1.052,11 ";"72.510 ";"1.071,63 ";"71.930 ";"1.089,13 ";"71.446 ";"1.117,84 ";"71.089 ";"1.176,90 ";"70.657 ";"1.267,05 ";"70.753 ";"1.279,03 ";"70.616 ";"1.301,35 "
"PISA";"";"115.040 ";"496,73 ";"114.295 ";"512,50 ";"113.088 ";"529,57 ";"112.357 ";"550,69 ";"122.598 ";"561,26 ";"123.504 ";"580,38 ";"124.877 ";"609,95 ";"126.013 ";"630,09 ";"126.563 ";"647,14 ";"128.165 ";"665,51 ";"128.763 ";"682,60 ";"129.294 ";"714,31 ";"129.308 ";"725,22 ";"129.424 ";"741,86 ";"154.022 ";"944,71 ";"153.315 ";"963,64 ";"152.436 ";"981,13 ";"150.945 ";"990,24 ";"151.508 ";"1.006,18 ";"150.178 ";"1.018,18 ";"149.387 ";"1.040,76 ";"148.833 ";"1.067,60 ";"149.291 ";"1.085,98 ";"148.371 ";"1.110,11 ";"147.938 ";"1.139,30 ";"147.591 ";"1.203,78 ";"147.287 ";"1.291,65 ";"148.304 ";"1.302,29 ";"148.172 ";"1.326,58 "
"PISTOIA";"";"84.958 ";"482,25 ";"84.809 ";"499,05 ";"84.623 ";"514,57 ";"84.377 ";"534,82 ";"94.680 ";"542,34 ";"96.573 ";"558,56 ";"97.727 ";"585,85 ";"99.209 ";"604,09 ";"100.519 ";"619,83 ";"101.906 ";"638,83 ";"103.246 ";"654,30 ";"104.187 ";"682,71 ";"104.595 ";"693,84 ";"103.638 ";"712,62 ";"114.928 ";"841,53 ";"113.692 ";"865,52 ";"112.273 ";"884,80 ";"110.751 ";"894,42 ";"110.452 ";"913,10 ";"109.434 ";"923,88 ";"108.270 ";"948,55 ";"107.710 ";"971,32 ";"107.757 ";"988,84 ";"107.747 ";"1.008,44 ";"107.495 ";"1.035,59 ";"107.446 ";"1.097,23 ";"107.719 ";"1.177,14 ";"107.667 ";"1.192,50 ";"107.384 ";"1.215,27 "
"SIENA";"";"91.808 ";"472,41 ";"90.595 ";"487,62 ";"89.494 ";"503,48 ";"88.673 ";"524,40 ";"96.221 ";"537,53 ";"95.748 ";"555,96 ";"95.809 ";"583,79 ";"96.040 ";"602,64 ";"95.525 ";"618,46 ";"95.768 ";"635,84 ";"95.808 ";"652,79 ";"95.224 ";"684,48 ";"94.690 ";"696,89 ";"94.143 ";"714,50 ";"109.366 ";"889,72 ";"108.685 ";"908,95 ";"107.244 ";"927,26 ";"111.124 ";"1.049,87 ";"111.473 ";"1.068,62 ";"110.160 ";"1.088,24 ";"108.363 ";"1.123,83 ";"107.449 ";"1.155,47 ";"106.550 ";"1.176,77 ";"105.696 ";"1.200,81 ";"104.778 ";"1.231,94 ";"103.707 ";"1.297,08 ";"102.786 ";"1.392,64 ";"102.540 ";"1.408,40 ";"101.516 ";"1.434,70 "
